Postcode,Datum,Soort
1141,02-09-2023,Woninginbraak
1141,29-08-2023,Woninginbraak
1181,02-09-2023,Woninginbraak
1181,28-08-2023,Woninginbraak
1183,01-09-2023,Woninginbraak
1185,29-08-2023,Woninginbraak
1188,01-09-2023,Poging tot woninginbraak
1211,30-08-2023,Poging tot woninginbraak
1222,01-09-2023,Poging tot woninginbraak
1243,02-09-2023,Poging tot woninginbraak
1323,02-09-2023,Woninginbraak
1324,31-08-2023,Woninginbraak
1326,01-09-2023,Woninginbraak
1333,01-09-2023,Poging tot woninginbraak
1338,01-09-2023,Woninginbraak
1351,30-08-2023,Poging tot woninginbraak
1401,28-08-2023,Woninginbraak
1403,30-08-2023,Poging tot woninginbraak
1403,30-08-2023,Poging tot woninginbraak
1426,01-09-2023,Woninginbraak
1432,31-08-2023,Woninginbraak
1441,29-08-2023,Woninginbraak
1447,01-09-2023,Woninginbraak
1531,28-08-2023,Poging tot woninginbraak
1567,28-08-2023,Woninginbraak
1616,02-09-2023,Woninginbraak
1697,02-09-2023,Woninginbraak
1703,31-08-2023,Poging tot woninginbraak
1733,31-08-2023,Poging tot woninginbraak
1761,01-09-2023,Woninginbraak
1784,30-08-2023,Woninginbraak
1787,01-09-2023,Woninginbraak
1823,01-09-2023,Woninginbraak
1851,30-08-2023,Woninginbraak
1911,29-08-2023,Poging tot woninginbraak
1948,02-09-2023,Woninginbraak
1961,01-09-2023,Woninginbraak
2015,31-08-2023,Poging tot woninginbraak
2015,29-08-2023,Woninginbraak
2033,31-08-2023,Woninginbraak
2037,30-08-2023,Woninginbraak
2101,01-09-2023,Woninginbraak
2101,31-08-2023,Woninginbraak
2106,01-09-2023,Woninginbraak
2114,28-08-2023,Woninginbraak
2131,01-09-2023,Poging tot woninginbraak
2161,31-08-2023,Woninginbraak
2162,31-08-2023,Poging tot woninginbraak
2171,01-09-2023,Woninginbraak
2224,02-09-2023,Woninginbraak
2224,28-08-2023,Woninginbraak
2242,30-08-2023,Woninginbraak
2243,01-09-2023,Woninginbraak
2272,30-08-2023,Woninginbraak
2272,28-08-2023,Woninginbraak
2273,31-08-2023,Woninginbraak
2273,30-08-2023,Woninginbraak
2275,02-09-2023,Woninginbraak
2282,30-08-2023,Woninginbraak
2285,01-09-2023,Woninginbraak
2315,31-08-2023,Woninginbraak
2343,29-08-2023,Woninginbraak
2361,02-09-2023,Woninginbraak
2406,28-08-2023,Woninginbraak
2421,30-08-2023,Woninginbraak
2513,28-08-2023,Woninginbraak
2521,28-08-2023,Woninginbraak
2522,31-08-2023,Poging tot woninginbraak
2525,01-09-2023,Woninginbraak
2544,29-08-2023,Woninginbraak
2551,01-09-2023,Woninginbraak
2552,28-08-2023,Woninginbraak
2571,02-09-2023,Woninginbraak
2572,29-08-2023,Woninginbraak
2581,01-09-2023,Woninginbraak
2585,30-08-2023,Poging tot woninginbraak
2587,30-08-2023,Woninginbraak
2613,28-08-2023,Woninginbraak
2628,30-08-2023,Woninginbraak
2651,28-08-2023,Woninginbraak
2661,31-08-2023,Woninginbraak
2802,01-09-2023,Woninginbraak
2807,01-09-2023,Woninginbraak
2871,31-08-2023,Woninginbraak
2901,31-08-2023,Woninginbraak
3024,02-09-2023,Poging tot woninginbraak
3031,01-09-2023,Poging tot woninginbraak
3035,30-08-2023,Woninginbraak
3065,31-08-2023,Woninginbraak
3067,02-09-2023,Poging tot woninginbraak
3075,30-08-2023,Woninginbraak
3076,29-08-2023,Woninginbraak
3078,28-08-2023,Woninginbraak
3078,28-08-2023,Woninginbraak
3079,29-08-2023,Woninginbraak
3083,29-08-2023,Woninginbraak
3084,29-08-2023,Woninginbraak
3086,28-08-2023,Woninginbraak
3086,28-08-2023,Woninginbraak
3114,01-09-2023,Poging tot woninginbraak
3117,28-08-2023,Woninginbraak
3131,31-08-2023,Woninginbraak
3134,02-09-2023,Poging tot woninginbraak
3135,30-08-2023,Woninginbraak
3136,28-08-2023,Woninginbraak
3144,29-08-2023,Woninginbraak
3203,28-08-2023,Woninginbraak
3224,01-09-2023,Woninginbraak
3233,01-09-2023,Poging tot woninginbraak
3271,01-09-2023,Woninginbraak
3317,02-09-2023,Woninginbraak
3331,30-08-2023,Poging tot woninginbraak
3401,30-08-2023,Poging tot woninginbraak
3402,30-08-2023,Woninginbraak
3437,02-09-2023,Woninginbraak
3452,28-08-2023,Woninginbraak
3514,01-09-2023,Woninginbraak
3526,29-08-2023,Woninginbraak
3533,02-09-2023,Poging tot woninginbraak
3553,31-08-2023,Woninginbraak
3581,01-09-2023,Woninginbraak
3602,02-09-2023,Woninginbraak
3621,31-08-2023,Woninginbraak
3621,29-08-2023,Poging tot woninginbraak
3632,29-08-2023,Woninginbraak
3646,30-08-2023,Woninginbraak
3702,31-08-2023,Poging tot woninginbraak
3705,31-08-2023,Woninginbraak
3707,28-08-2023,Woninginbraak
3709,28-08-2023,Poging tot woninginbraak
3722,31-08-2023,Woninginbraak
3769,01-09-2023,Woninginbraak
3812,28-08-2023,Poging tot woninginbraak
3831,31-08-2023,Woninginbraak
3843,01-09-2023,Woninginbraak
3853,02-09-2023,Poging tot woninginbraak
3861,01-09-2023,Woninginbraak
3861,31-08-2023,Woninginbraak
3861,28-08-2023,Poging tot woninginbraak
3882,29-08-2023,Woninginbraak
3956,01-09-2023,Woninginbraak
3962,02-09-2023,Woninginbraak
4001,31-08-2023,Poging tot woninginbraak
4001,28-08-2023,Woninginbraak
4002,01-09-2023,Woninginbraak
4007,02-09-2023,Poging tot woninginbraak
4033,31-08-2023,Woninginbraak
4041,31-08-2023,Woninginbraak
4191,28-08-2023,Woninginbraak
4461,29-08-2023,Woninginbraak
4461,28-08-2023,Woninginbraak
4501,30-08-2023,Woninginbraak
4535,01-09-2023,Woninginbraak
4542,28-08-2023,Woninginbraak
4707,28-08-2023,Woninginbraak
4711,02-09-2023,Woninginbraak
4849,30-08-2023,Woninginbraak
4904,29-08-2023,Woninginbraak
5025,02-09-2023,Woninginbraak
5025,01-09-2023,Woninginbraak
5041,01-09-2023,Woninginbraak
5051,01-09-2023,Woninginbraak
5056,02-09-2023,Woninginbraak
5056,31-08-2023,Woninginbraak
5143,02-09-2023,Poging tot woninginbraak
5213,29-08-2023,Poging tot woninginbraak
5215,30-08-2023,Woninginbraak
5224,28-08-2023,Poging tot woninginbraak
5258,28-08-2023,Woninginbraak
5258,28-08-2023,Woninginbraak
5263,30-08-2023,Poging tot woninginbraak
5283,29-08-2023,Woninginbraak
5301,29-08-2023,Poging tot woninginbraak
5305,31-08-2023,Woninginbraak
5305,31-08-2023,Woninginbraak
5424,31-08-2023,Poging tot woninginbraak
5432,28-08-2023,Woninginbraak
5432,28-08-2023,Woninginbraak
5432,28-08-2023,Woninginbraak
5463,28-08-2023,Poging tot woninginbraak
5521,28-08-2023,Woninginbraak
5531,29-08-2023,Woninginbraak
5614,29-08-2023,Woninginbraak
5622,30-08-2023,Woninginbraak
5625,31-08-2023,Woninginbraak
5627,30-08-2023,Woninginbraak
5642,31-08-2023,Woninginbraak
5658,01-09-2023,Woninginbraak
5688,01-09-2023,Woninginbraak
5701,02-09-2023,Woninginbraak
5724,28-08-2023,Woninginbraak
5741,31-08-2023,Woninginbraak
5836,01-09-2023,Woninginbraak
5836,01-09-2023,Woninginbraak
5845,01-09-2023,Poging tot woninginbraak
5914,29-08-2023,Woninginbraak
5981,28-08-2023,Woninginbraak
6049,28-08-2023,Woninginbraak
6051,01-09-2023,Woninginbraak
6131,31-08-2023,Poging tot woninginbraak
6132,29-08-2023,Poging tot woninginbraak
6137,28-08-2023,Woninginbraak
6176,02-09-2023,Poging tot woninginbraak
6216,02-09-2023,Woninginbraak
6227,31-08-2023,Woninginbraak
6511,29-08-2023,Woninginbraak
6525,02-09-2023,Woninginbraak
6531,29-08-2023,Woninginbraak
6533,30-08-2023,Woninginbraak
6573,28-08-2023,Woninginbraak
6601,29-08-2023,Woninginbraak
6663,29-08-2023,Woninginbraak
6678,28-08-2023,Woninginbraak
6711,28-08-2023,Woninginbraak
6811,29-08-2023,Woninginbraak
6821,01-09-2023,Woninginbraak
6821,30-08-2023,Woninginbraak
6822,01-09-2023,Woninginbraak
6825,29-08-2023,Poging tot woninginbraak
6826,31-08-2023,Poging tot woninginbraak
6828,02-09-2023,Woninginbraak
6832,28-08-2023,Woninginbraak
7316,01-09-2023,Woninginbraak
7321,28-08-2023,Woninginbraak
7322,28-08-2023,Woninginbraak
7323,31-08-2023,Woninginbraak
7323,29-08-2023,Poging tot woninginbraak
7323,29-08-2023,Woninginbraak
7325,02-09-2023,Woninginbraak
7325,30-08-2023,Poging tot woninginbraak
7325,28-08-2023,Woninginbraak
7329,28-08-2023,Woninginbraak
7415,31-08-2023,Woninginbraak
7417,29-08-2023,Woninginbraak
7447,02-09-2023,Woninginbraak
7461,02-09-2023,Woninginbraak
7511,30-08-2023,Woninginbraak
7511,29-08-2023,Woninginbraak
7512,02-09-2023,Poging tot woninginbraak
7607,01-09-2023,Woninginbraak
7641,28-08-2023,Poging tot woninginbraak
7771,29-08-2023,Poging tot woninginbraak
7843,28-08-2023,Woninginbraak
7903,28-08-2023,Woninginbraak
7911,28-08-2023,Woninginbraak
7963,29-08-2023,Woninginbraak
8225,30-08-2023,Poging tot woninginbraak
8302,30-08-2023,Poging tot woninginbraak
8316,30-08-2023,Woninginbraak
8341,28-08-2023,Poging tot woninginbraak
8446,02-09-2023,Poging tot woninginbraak
8477,29-08-2023,Woninginbraak
8607,30-08-2023,Woninginbraak
9101,28-08-2023,Poging tot woninginbraak
9101,28-08-2023,Woninginbraak
9203,28-08-2023,Woninginbraak
9402,02-09-2023,Woninginbraak
9449,30-08-2023,Woninginbraak
9644,31-08-2023,Poging tot woninginbraak
9671,02-09-2023,Woninginbraak
9671,01-09-2023,Woninginbraak
9685,31-08-2023,Woninginbraak
9712,28-08-2023,Woninginbraak
9713,01-09-2023,Woninginbraak
9713,31-08-2023,Woninginbraak
9713,28-08-2023,Woninginbraak
9714,28-08-2023,Woninginbraak
9715,02-09-2023,Woninginbraak
9715,01-09-2023,Woninginbraak
9741,30-08-2023,Woninginbraak
9931,28-08-2023,Woninginbraak
1011,08-09-2023,Woninginbraak
1011,03-09-2023,Poging tot woninginbraak
1012,05-09-2023,Woninginbraak
1012,03-09-2023,Woninginbraak
1016,09-09-2023,Woninginbraak
1016,03-09-2023,Woninginbraak
1017,09-09-2023,Woninginbraak
1017,03-09-2023,Woninginbraak
1018,06-09-2023,Woninginbraak
1032,04-09-2023,Woninginbraak
1052,09-09-2023,Woninginbraak
1053,04-09-2023,Woninginbraak
1054,03-09-2023,Woninginbraak
1054,03-09-2023,Woninginbraak
1055,09-09-2023,Poging tot woninginbraak
1055,03-09-2023,Woninginbraak
1058,08-09-2023,Woninginbraak
1058,05-09-2023,Woninginbraak
1058,03-09-2023,Woninginbraak
1061,09-09-2023,Poging tot woninginbraak
1063,05-09-2023,Woninginbraak
1064,06-09-2023,Woninginbraak
1067,05-09-2023,Woninginbraak
1071,09-09-2023,Woninginbraak
1071,05-09-2023,Poging tot woninginbraak
1071,04-09-2023,Woninginbraak
1071,03-09-2023,Woninginbraak
1072,06-09-2023,Woninginbraak
1075,06-09-2023,Woninginbraak
1075,05-09-2023,Woninginbraak
1075,04-09-2023,Poging tot woninginbraak
1087,08-09-2023,Poging tot woninginbraak
1102,09-09-2023,Woninginbraak
1104,03-09-2023,Woninginbraak
1104,03-09-2023,Woninginbraak
1108,05-09-2023,Woninginbraak
1108,04-09-2023,Woninginbraak
1111,07-09-2023,Woninginbraak
1112,06-09-2023,Woninginbraak
1171,08-09-2023,Woninginbraak
1185,03-09-2023,Woninginbraak
1187,09-09-2023,Woninginbraak
1187,07-09-2023,Woninginbraak
1188,05-09-2023,Woninginbraak
1191,07-09-2023,Woninginbraak
1211,07-09-2023,Woninginbraak
1211,04-09-2023,Woninginbraak
1223,05-09-2023,Woninginbraak
1272,06-09-2023,Poging tot woninginbraak
1311,06-09-2023,Woninginbraak
1324,03-09-2023,Poging tot woninginbraak
1333,05-09-2023,Woninginbraak
1338,03-09-2023,Woninginbraak
1341,06-09-2023,Poging tot woninginbraak
1343,07-09-2023,Woninginbraak
1343,04-09-2023,Poging tot woninginbraak
1354,04-09-2023,Woninginbraak
1358,05-09-2023,Woninginbraak
1431,06-09-2023,Woninginbraak
1443,04-09-2023,Woninginbraak
1443,04-09-2023,Woninginbraak
1506,07-09-2023,Woninginbraak
1566,03-09-2023,Poging tot woninginbraak
1611,06-09-2023,Poging tot woninginbraak
1613,08-09-2023,Woninginbraak
1733,03-09-2023,Woninginbraak
1771,03-09-2023,Woninginbraak
1782,08-09-2023,Woninginbraak
1847,03-09-2023,Woninginbraak
1852,05-09-2023,Woninginbraak
1934,08-09-2023,Poging tot woninginbraak
2011,09-09-2023,Woninginbraak
2011,09-09-2023,Woninginbraak
2014,07-09-2023,Poging tot woninginbraak
2022,04-09-2023,Woninginbraak
2024,09-09-2023,Woninginbraak
2036,05-09-2023,Woninginbraak
2065,06-09-2023,Poging tot woninginbraak
2101,09-09-2023,Woninginbraak
2104,07-09-2023,Woninginbraak
2161,08-09-2023,Woninginbraak
2161,07-09-2023,Woninginbraak
2161,03-09-2023,Woninginbraak
2211,07-09-2023,Poging tot woninginbraak
2225,09-09-2023,Woninginbraak
2242,07-09-2023,Poging tot woninginbraak
2244,04-09-2023,Woninginbraak
2274,09-09-2023,Woninginbraak
2291,03-09-2023,Woninginbraak
2311,07-09-2023,Woninginbraak
2311,07-09-2023,Woninginbraak
2311,03-09-2023,Woninginbraak
2316,07-09-2023,Poging tot woninginbraak
2316,06-09-2023,Woninginbraak
2375,05-09-2023,Woninginbraak
2481,09-09-2023,Woninginbraak
2512,09-09-2023,Woninginbraak
2512,07-09-2023,Woninginbraak
2512,06-09-2023,Poging tot woninginbraak
2513,04-09-2023,Poging tot woninginbraak
2516,08-09-2023,Poging tot woninginbraak
2521,04-09-2023,Woninginbraak
2522,03-09-2023,Woninginbraak
2542,08-09-2023,Poging tot woninginbraak
2552,07-09-2023,Poging tot woninginbraak
2552,06-09-2023,Poging tot woninginbraak
2563,08-09-2023,Woninginbraak
2563,04-09-2023,Woninginbraak
2584,04-09-2023,Poging tot woninginbraak
2596,08-09-2023,Woninginbraak
2611,03-09-2023,Woninginbraak
2612,05-09-2023,Woninginbraak
2625,07-09-2023,Poging tot woninginbraak
2625,04-09-2023,Poging tot woninginbraak
2628,05-09-2023,Woninginbraak
2651,05-09-2023,Poging tot woninginbraak
2724,03-09-2023,Woninginbraak
2742,08-09-2023,Woninginbraak
2801,07-09-2023,Woninginbraak
2804,07-09-2023,Poging tot woninginbraak
2905,03-09-2023,Woninginbraak
2991,03-09-2023,Poging tot woninginbraak
3025,08-09-2023,Woninginbraak
3026,05-09-2023,Woninginbraak
3029,03-09-2023,Woninginbraak
3031,05-09-2023,Woninginbraak
3035,08-09-2023,Woninginbraak
3037,07-09-2023,Woninginbraak
3037,07-09-2023,Woninginbraak
3044,08-09-2023,Woninginbraak
3052,03-09-2023,Poging tot woninginbraak
3053,09-09-2023,Woninginbraak
3053,08-09-2023,Poging tot woninginbraak
3056,06-09-2023,Woninginbraak
3059,06-09-2023,Woninginbraak
3061,04-09-2023,Woninginbraak
3062,06-09-2023,Woninginbraak
3066,08-09-2023,Woninginbraak
3067,09-09-2023,Woninginbraak
3067,06-09-2023,Woninginbraak
3069,07-09-2023,Poging tot woninginbraak
3069,04-09-2023,Woninginbraak
3073,05-09-2023,Woninginbraak
3073,03-09-2023,Poging tot woninginbraak
3074,08-09-2023,Woninginbraak
3075,08-09-2023,Woninginbraak
3075,04-09-2023,Woninginbraak
3081,06-09-2023,Woninginbraak
3081,05-09-2023,Woninginbraak
3082,08-09-2023,Woninginbraak
3083,07-09-2023,Woninginbraak
3112,06-09-2023,Woninginbraak
3114,08-09-2023,Poging tot woninginbraak
3119,08-09-2023,Woninginbraak
3124,07-09-2023,Woninginbraak
3144,07-09-2023,Woninginbraak
3181,09-09-2023,Woninginbraak
3201,04-09-2023,Woninginbraak
3203,05-09-2023,Woninginbraak
3262,05-09-2023,Poging tot woninginbraak
3281,07-09-2023,Woninginbraak
3295,03-09-2023,Woninginbraak
3311,04-09-2023,Woninginbraak
3312,09-09-2023,Woninginbraak
3317,07-09-2023,Woninginbraak
3328,06-09-2023,Poging tot woninginbraak
3328,06-09-2023,Poging tot woninginbraak
3328,06-09-2023,Woninginbraak
3328,06-09-2023,Woninginbraak
3331,08-09-2023,Woninginbraak
3363,07-09-2023,Poging tot woninginbraak
3411,08-09-2023,Woninginbraak
3454,05-09-2023,Woninginbraak
3512,04-09-2023,Woninginbraak
3512,03-09-2023,Woninginbraak
3521,05-09-2023,Woninginbraak
3531,06-09-2023,Woninginbraak
3531,03-09-2023,Woninginbraak
3543,03-09-2023,Poging tot woninginbraak
3544,04-09-2023,Poging tot woninginbraak
3561,04-09-2023,Woninginbraak
3562,08-09-2023,Woninginbraak
3563,04-09-2023,Woninginbraak
3633,05-09-2023,Woninginbraak
3633,03-09-2023,Woninginbraak
3641,08-09-2023,Woninginbraak
3721,08-09-2023,Woninginbraak
3721,05-09-2023,Poging tot woninginbraak
3721,04-09-2023,Poging tot woninginbraak
3731,07-09-2023,Woninginbraak
3776,06-09-2023,Poging tot woninginbraak
3811,03-09-2023,Woninginbraak
3824,04-09-2023,Poging tot woninginbraak
3853,06-09-2023,Woninginbraak
3862,04-09-2023,Poging tot woninginbraak
3862,03-09-2023,Poging tot woninginbraak
3871,06-09-2023,Woninginbraak
3871,03-09-2023,Poging tot woninginbraak
3886,04-09-2023,Woninginbraak
3901,03-09-2023,Poging tot woninginbraak
3901,03-09-2023,Woninginbraak
3903,07-09-2023,Woninginbraak
3904,04-09-2023,Woninginbraak
3956,05-09-2023,Woninginbraak
4107,08-09-2023,Woninginbraak
4161,03-09-2023,Woninginbraak
4204,03-09-2023,Woninginbraak
4251,03-09-2023,Woninginbraak
4271,07-09-2023,Woninginbraak
4328,09-09-2023,Woninginbraak
4335,08-09-2023,Woninginbraak
4353,09-09-2023,Poging tot woninginbraak
4353,09-09-2023,Woninginbraak
4356,09-09-2023,Poging tot woninginbraak
4411,05-09-2023,Woninginbraak
4451,09-09-2023,Poging tot woninginbraak
4451,08-09-2023,Woninginbraak
4458,05-09-2023,Woninginbraak
4462,08-09-2023,Poging tot woninginbraak
4614,04-09-2023,Woninginbraak
4661,09-09-2023,Woninginbraak
4714,08-09-2023,Poging tot woninginbraak
4741,04-09-2023,Woninginbraak
4813,06-09-2023,Woninginbraak
4813,06-09-2023,Woninginbraak
4815,09-09-2023,Poging tot woninginbraak
4824,06-09-2023,Woninginbraak
4827,07-09-2023,Woninginbraak
4834,08-09-2023,Poging tot woninginbraak
4834,08-09-2023,Poging tot woninginbraak
4844,08-09-2023,Woninginbraak
4876,08-09-2023,Woninginbraak
4944,08-09-2023,Poging tot woninginbraak
5011,05-09-2023,Woninginbraak
5021,09-09-2023,Woninginbraak
5025,08-09-2023,Woninginbraak
5041,09-09-2023,Woninginbraak
5042,07-09-2023,Poging tot woninginbraak
5042,05-09-2023,Woninginbraak
5061,09-09-2023,Woninginbraak
5061,05-09-2023,Woninginbraak
5062,07-09-2023,Woninginbraak
5081,04-09-2023,Woninginbraak
5095,03-09-2023,Woninginbraak
5211,07-09-2023,Woninginbraak
5251,04-09-2023,Poging tot woninginbraak
5334,03-09-2023,Woninginbraak
5345,05-09-2023,Woninginbraak
5464,06-09-2023,Woninginbraak
5492,08-09-2023,Woninginbraak
5521,09-09-2023,Poging tot woninginbraak
5612,09-09-2023,Poging tot woninginbraak
5612,03-09-2023,Poging tot woninginbraak
5615,08-09-2023,Woninginbraak
5615,06-09-2023,Woninginbraak
5615,04-09-2023,Woninginbraak
5625,03-09-2023,Woninginbraak
5632,09-09-2023,Woninginbraak
5632,05-09-2023,Poging tot woninginbraak
5653,04-09-2023,Woninginbraak
5691,06-09-2023,Woninginbraak
5701,08-09-2023,Woninginbraak
5701,05-09-2023,Woninginbraak
5701,03-09-2023,Woninginbraak
5731,07-09-2023,Woninginbraak
5768,06-09-2023,Woninginbraak
5807,09-09-2023,Woninginbraak
5831,04-09-2023,Woninginbraak
5981,09-09-2023,Woninginbraak
6043,05-09-2023,Woninginbraak
6127,07-09-2023,Woninginbraak
6133,05-09-2023,Poging tot woninginbraak
6133,05-09-2023,Woninginbraak
6135,09-09-2023,Woninginbraak
6135,05-09-2023,Woninginbraak
6136,06-09-2023,Poging tot woninginbraak
6211,04-09-2023,Woninginbraak
6227,05-09-2023,Woninginbraak
6274,06-09-2023,Woninginbraak
6301,09-09-2023,Woninginbraak
6411,09-09-2023,Woninginbraak
6443,03-09-2023,Woninginbraak
6544,08-09-2023,Woninginbraak
6561,04-09-2023,Woninginbraak
6663,06-09-2023,Woninginbraak
6674,09-09-2023,Woninginbraak
6716,05-09-2023,Woninginbraak
6814,07-09-2023,Woninginbraak
6822,07-09-2023,Woninginbraak
6831,07-09-2023,Woninginbraak
6843,08-09-2023,Woninginbraak
6905,09-09-2023,Woninginbraak
6905,08-09-2023,Poging tot woninginbraak
6932,09-09-2023,Woninginbraak
7031,06-09-2023,Poging tot woninginbraak
7313,07-09-2023,Woninginbraak
7316,09-09-2023,Poging tot woninginbraak
7316,04-09-2023,Poging tot woninginbraak
7322,06-09-2023,Woninginbraak
7326,04-09-2023,Poging tot woninginbraak
7326,03-09-2023,Woninginbraak
7329,03-09-2023,Woninginbraak
7331,05-09-2023,Woninginbraak
7412,05-09-2023,Poging tot woninginbraak
7441,08-09-2023,Woninginbraak
7451,06-09-2023,Woninginbraak
7451,05-09-2023,Poging tot woninginbraak
7511,04-09-2023,Poging tot woninginbraak
7511,03-09-2023,Poging tot woninginbraak
7514,08-09-2023,Woninginbraak
7514,03-09-2023,Woninginbraak
7521,05-09-2023,Woninginbraak
7522,07-09-2023,Woninginbraak
7523,09-09-2023,Woninginbraak
7533,07-09-2023,Woninginbraak
7535,05-09-2023,Woninginbraak
7544,05-09-2023,Woninginbraak
7552,04-09-2023,Woninginbraak
7553,04-09-2023,Woninginbraak
7602,05-09-2023,Woninginbraak
7604,08-09-2023,Woninginbraak
7607,08-09-2023,Poging tot woninginbraak
7615,08-09-2023,Woninginbraak
7671,04-09-2023,Woninginbraak
7683,08-09-2023,Woninginbraak
7741,05-09-2023,Woninginbraak
7761,07-09-2023,Woninginbraak
7854,04-09-2023,Poging tot woninginbraak
7902,03-09-2023,Woninginbraak
8011,04-09-2023,Woninginbraak
8016,08-09-2023,Woninginbraak
8016,04-09-2023,Woninginbraak
